Temperature,Humidity,Pressure,WindSpeed,CloudCover,RainToday,RainTomorrow
29,83,1000,29,33,0,1
35,29,1007,37,71,0,1
27,70,1014,35,97,0,1
28,74,1023,24,97,0,0
41,49,1024,40,79,0,0
28,97,998,20,51,0,1
27,38,1014,21,43,0,0
37,49,1003,6,90,0,1
29,37,1015,44,54,1,1
38,36,1003,12,18,1,1
25,51,1019,8,84,1,1
31,48,1022,25,1,0,0
29,89,1022,22,92,0,1
18,46,1004,9,12,0,0
18,62,1006,17,87,1,1
28,56,1021,35,60,0,0
20,55,1023,43,57,1,1
28,85,1022,11,15,0,0
27,36,995,29,17,0,1
28,88,1008,9,93,0,1
27,33,1009,41,76,0,1
41,95,1007,7,73,0,1
28,53,1010,21,63,0,0
31,79,1022,42,79,1,1
23,53,1012,25,50,1,1
38,86,1017,28,74,0,1
39,35,1005,23,82,0,1
40,77,1017,41,8,0,0
29,26,1021,7,3,0,0
21,65,1001,39,81,1,1
18,54,998,26,3,0,0
41,89,996,10,64,0,1
32,84,1021,26,33,0,0
40,34,1024,42,57,0,0
40,80,1021,27,15,0,0
38,92,1017,20,55,0,0
41,99,1015,11,71,1,1
21,53,1007,42,20,1,1
30,97,1014,19,82,1,1
28,48,1011,7,94,1,1
19,70,1021,28,34,1,1
23,79,999,8,69,0,1
31,45,1008,41,13,1,1
20,72,1019,15,55,0,0
26,72,1022,3,21,0,0
29,85,1010,37,65,0,1
20,47,1021,38,27,0,0
25,57,1024,5,70,0,0
25,44,1024,44,91,0,0
39,94,1001,11,39,0,1
23,43,1008,34,37,1,1
18,77,1015,8,6,1,0
40,84,1016,27,17,0,0
19,77,1013,15,24,0,0
33,63,1020,21,4,0,0
41,38,1016,17,44,1,0
26,25,1022,3,71,0,0
23,43,1013,3,94,0,0
40,54,995,43,2,1,1
22,52,1013,22,12,0,0
25,54,1018,39,68,0,0
27,79,1011,17,51,1,1
33,98,1012,39,16,0,1
25,55,1020,27,75,1,1
20,99,1018,31,44,0,1
31,76,998,37,9,1,1
19,87,1012,29,36,0,1
34,59,1019,40,60,0,0
19,32,1010,36,22,1,1
23,43,1016,37,48,0,0
26,88,1024,36,58,0,0
34,29,1013,43,72,0,0
34,46,1015,40,50,1,1
35,31,1019,27,24,1,0
25,33,1016,29,19,1,0
29,65,1004,12,92,0,1
39,32,1008,35,94,0,1
35,35,1021,20,72,1,0
40,86,999,11,80,1,1
21,52,1024,41,20,0,0
34,93,1002,10,89,0,1
21,36,1013,28,23,0,0
19,45,1004,43,16,0,0
26,70,1012,11,15,0,0
30,85,1010,17,97,0,1
30,96,1017,12,51,0,0
28,72,1001,2,86,1,1
32,85,1008,14,55,0,1
39,48,1022,12,91,1,1
23,25,1019,21,68,0,0
18,68,1003,33,53,0,1
30,66,1010,7,29,0,0
24,49,1007,26,16,0,0
28,30,1009,38,95,0,1
28,96,1018,38,73,0,1
18,76,1017,19,86,0,1
33,72,995,40,95,0,1
40,90,1021,5,24,1,0
26,65,1017,34,27,1,1
33,80,1009,16,36,0,0
28,83,1013,22,34,0,0
39,60,1015,17,11,0,0
18,99,1009,20,54,1,1
30,74,1023,27,22,0,0
33,45,999,27,42,0,1
39,82,1007,3,43,0,0
30,68,1019,20,48,0,0
34,81,1000,24,81,0,1
29,90,1007,20,3,0,0
35,33,999,37,66,0,1
39,90,1006,2,87,0,1
35,66,1015,41,61,0,1
35,59,997,13,48,0,1
39,92,1001,24,94,1,1
39,64,1013,31,25,1,1
41,46,1023,10,45,0,0
38,42,1003,31,36,1,1
41,92,1014,18,20,0,0
26,93,999,31,5,0,1
33,70,995,16,72,1,1
24,31,1010,29,98,1,1
20,62,1002,39,79,1,1
36,43,1017,5,63,0,0
29,47,1018,44,81,0,1
34,55,1020,37,89,0,1
20,28,1022,39,32,0,0
31,29,1004,26,40,1,1
36,85,1014,34,8,0,0
22,70,1023,5,30,1,0
35,58,1010,15,89,1,1
18,66,1010,36,42,0,1
32,74,1014,8,62,0,0
30,42,997,2,87,0,1
21,91,1008,43,36,0,1
35,53,999,28,43,1,1
29,38,1008,11,85,1,1
35,93,996,43,64,0,1
25,30,1015,6,53,0,0
24,60,1017,34,53,1,1
36,27,1020,2,84,0,0
29,54,1002,28,86,0,1
41,77,1001,13,35,1,1
27,86,1013,19,43,1,1
19,54,1013,44,46,0,0
39,66,1013,4,3,0,0
23,97,1002,35,50,0,1
25,61,1006,29,17,0,0
22,49,1014,11,48,0,0
26,70,1017,7,10,0,0
19,82,1020,22,37,1,1
30,95,1014,4,14,0,0
20,82,1021,16,59,0,0
32,89,1015,21,10,0,0
21,78,1022,29,9,0,0
21,57,1021,14,92,0,0
25,70,1002,26,25,0,1
33,85,1014,19,89,0,1
23,44,1000,2,15,0,0
39,97,1018,9,6,1,0
39,36,1010,15,93,1,1
36,43,1007,11,92,1,1
30,39,1011,24,42,0,0
34,38,1024,33,33,0,0
33,46,998,36,22,0,1
23,84,1000,7,18,1,1
31,36,1007,23,49,1,1
22,55,1007,24,76,1,1
33,82,997,8,9,1,1
21,68,1000,19,70,0,1
25,52,1007,4,76,0,0
35,99,1023,26,16,1,1
31,38,1013,38,75,1,1
34,73,1019,3,69,0,0
23,89,1008,35,84,0,1
34,51,1017,37,99,0,1
30,38,1016,18,28,0,0
23,55,996,28,16,0,1
19,44,1006,5,72,1,1
30,50,1019,33,27,1,0
22,75,1019,42,79,0,1
20,27,1004,13,78,0,0
36,35,1000,13,81,0,1
41,82,1010,37,35,0,1
34,84,1004,20,10,0,0
33,27,1019,23,68,0,0
29,86,1007,3,54,1,1
41,29,1020,29,34,0,0
36,68,1013,21,80,1,1
38,96,1002,26,24,1,1
30,66,1009,24,27,0,0
28,68,1008,36,46,0,1
35,64,1007,7,92,1,1
22,57,1002,3,32,0,0
41,49,999,44,67,0,1
26,60,1022,35,9,0,0
26,52,1010,21,62,1,1
36,52,1016,15,0,1,0
32,39,1019,44,4,0,0
24,62,1001,44,50,1,1
36,50,1000,34,45,0,1
29,53,1003,42,19,0,1
40,54,1023,40,39,0,0
18,52,1013,9,30,0,0
35,40,1017,12,87,1,1
27,93,1006,37,56,0,1
33,90,1020,5,92,1,1
28,94,1022,12,41,1,1
24,71,1016,31,29,1,1
22,77,1024,27,5,0,0
21,60,997,17,15,0,1
41,30,1015,14,8,0,0
28,96,1022,20,28,0,0
39,81,995,7,63,0,1
38,40,1015,4,88,0,0
39,42,1019,27,24,0,0
25,47,1002,14,43,0,0
27,65,997,11,48,0,1
41,85,1023,11,51,0,0
33,63,1024,43,50,0,0
26,90,1003,5,48,0,1
32,86,996,17,67,0,1
27,30,1005,43,64,0,1
26,87,1011,37,97,0,1
19,61,996,38,0,1,1
32,75,1008,35,58,1,1
20,99,1011,6,16,1,1
40,71,1010,24,20,0,0
31,34,1014,8,29,0,0
37,89,1015,8,43,0,0
41,39,996,3,2,1,1
32,67,998,28,3,1,1
19,76,1007,41,50,1,1
19,41,1017,13,53,0,0
21,95,1016,3,14,1,0
26,48,1000,8,79,0,1
25,27,1019,30,20,0,0
23,35,1000,28,90,0,1
26,96,1007,28,31,0,1
18,29,1000,10,12,0,0
39,30,1001,11,35,1,1
33,35,1011,3,6,0,0
31,31,1024,40,13,0,0
26,26,1006,23,15,0,0
23,47,1024,29,42,0,0
34,60,1013,6,22,0,0
18,51,1005,26,53,0,1
34,49,1004,40,58,0,1
41,99,1018,4,39,1,1
22,94,996,30,68,1,1
19,79,999,27,72,1,1
31,72,1019,35,66,0,0
32,29,1009,29,17,0,0
27,28,1024,21,4,0,0
18,37,1009,10,2,0,0
41,80,1020,37,88,0,1
18,96,1011,38,70,0,1
30,40,1021,18,29,0,0
21,35,1022,44,69,0,0
33,62,1003,19,96,1,1
26,70,1006,43,72,0,1
40,58,1000,23,68,0,1
35,79,1020,16,65,1,1
28,82,1007,21,41,0,1
18,68,1019,8,97,1,1
37,37,1001,15,62,1,1
26,43,1016,38,73,0,0
31,99,1024,34,33,1,1
22,29,1003,44,46,0,1
34,43,1008,27,65,1,1
21,27,1009,23,49,1,1
19,34,1023,35,15,0,0
34,79,1016,33,43,0,0
37,57,1018,34,1,0,0
18,89,1009,23,29,0,1
18,77,1010,11,26,1,1
31,67,1013,20,98,0,1
33,53,1014,37,46,0,0
33,76,1015,5,4,1,0
36,48,1022,2,98,1,1
23,72,998,30,40,1,1
26,56,1002,6,84,0,1
33,30,1022,43,19,0,0
36,32,1012,38,60,1,1
32,62,996,33,14,0,1
22,44,1012,13,56,0,0
21,43,1019,24,26,0,0
38,66,1022,15,67,1,1
40,60,1005,34,4,0,0
29,71,1000,13,55,1,1
39,38,1016,12,51,1,0
23,30,1014,3,74,0,0
39,28,1001,25,95,0,1
20,66,1013,4,81,0,0
18,73,1017,36,28,0,0
35,38,1010,9,0,0,0
41,95,996,33,8,0,1
36,70,1020,16,94,0,0
36,70,999,8,34,1,1
33,58,997,32,11,0,1
18,25,1009,4,13,0,0
20,74,1017,37,90,0,1
21,35,997,25,38,0,1
36,56,1014,9,46,0,0
20,77,1015,16,52,0,0
27,53,1015,28,29,0,0
26,83,1008,43,63,1,1
31,49,1021,3,80,0,0
40,98,1024,44,8,0,0
41,89,1000,7,4,0,0
30,54,998,24,61,0,1
28,98,1013,38,96,1,1
30,86,1024,24,63,1,1
40,40,1018,10,3,0,0
29,65,1007,13,72,0,1
33,56,1000,15,65,1,1
37,59,1010,41,89,0,1
20,61,998,39,1,1,1
25,71,1004,27,26,1,1
29,32,1017,7,24,0,0
33,50,1009,33,39,1,1
38,68,997,27,51,0,1
32,96,1008,27,46,0,1
36,37,998,12,1,1,1
41,47,1015,7,74,0,0
18,34,1015,10,29,1,0
34,48,1006,8,33,0,0
36,96,998,40,99,0,1
41,89,999,43,13,0,1
29,26,1008,4,98,1,1
20,38,996,10,9,0,0
39,63,1024,34,22,0,0
25,47,1021,37,63,0,0
37,82,1010,13,35,0,0
23,56,995,25,28,0,1
40,53,1021,25,90,0,0
37,92,1016,8,56,1,1
39,42,1004,32,25,0,0
30,49,1018,19,23,0,0
32,32,1005,26,98,1,1
25,89,1020,11,25,0,0
31,57,1019,40,0,1,0
35,54,1021,31,44,1,1
38,78,1010,18,17,0,0
29,55,1004,42,3,1,1
40,86,1004,42,27,1,1
28,53,996,31,90,1,1
33,64,1017,30,62,0,0
28,84,1016,5,99,0,1
39,80,1015,31,98,0,1
22,91,1010,5,8,1,1
27,40,1001,7,93,0,1
37,55,1024,38,79,0,0
21,26,1022,41,62,1,1
34,62,998,33,53,0,1
30,38,1006,26,34,0,0
32,71,1009,41,16,1,1
31,41,1023,3,10,0,0
34,45,1021,22,5,0,0
40,82,1019,33,38,0,0
19,61,1006,16,69,0,1
18,99,1015,13,87,0,1
36,69,1023,44,54,1,1
35,53,1010,9,62,0,0
30,51,998,33,87,0,1
26,98,1005,34,6,0,1
23,96,1021,23,41,1,1
29,79,1005,8,54,0,1
19,50,1019,2,92,0,0
23,89,1019,35,41,0,0
26,36,1002,43,62,1,1
32,64,1003,6,0,1,1
21,62,1011,5,31,0,0
31,91,1015,12,99,0,1
27,59,1009,22,2,0,0
29,93,999,34,87,1,1
38,69,1001,20,56,0,1
25,27,1011,15,19,0,0
21,65,1017,34,1,1,0
33,39,1013,25,19,0,0
39,76,1013,5,79,0,0
24,81,1001,30,25,0,1
32,44,1001,19,73,0,1
20,77,995,31,65,0,1
28,94,1000,29,56,0,1
29,72,1010,11,16,0,0
19,84,1019,18,72,0,0
30,98,1016,29,54,0,1
35,43,1016,2,90,0,0
41,38,999,24,68,0,1
31,68,1020,36,35,0,0
41,58,999,26,50,0,1
39,29,1002,42,26,0,0
18,95,1007,4,60,0,1
35,72,1003,15,18,0,0
23,31,999,27,12,1,1
18,65,1003,16,68,0,1
38,31,1016,35,10,1,0
22,71,996,44,3,1,1
19,98,1022,44,95,1,1
41,61,1024,6,58,0,0
21,65,1013,25,66,1,1
31,89,1004,27,54,0,1
19,35,1006,29,96,0,1
26,73,1013,19,36,1,1
24,62,1020,6,60,0,0
24,52,1019,3,69,0,0
22,79,999,37,93,1,1
35,25,997,8,96,1,1
32,72,999,4,48,0,1
39,37,1015,34,92,0,1
38,81,1017,39,8,0,0
39,28,1001,19,49,0,0
22,94,996,35,64,0,1
27,26,1013,28,60,0,0
27,83,1019,28,11,1,1
35,87,1017,2,37,0,0
23,30,1000,16,71,0,1
28,97,1010,25,33,0,1
41,49,1003,34,42,1,1
21,43,1009,7,56,0,0
38,93,996,44,17,0,1
34,53,1011,21,82,0,1
28,84,1022,23,26,0,0
25,47,1006,16,90,1,1
21,64,1019,38,9,0,0
37,87,1013,16,69,1,1
26,64,1010,26,9,0,0
25,81,1008,8,42,0,0
33,81,1011,26,6,0,0
34,56,1017,33,25,1,1
31,79,1019,9,45,0,0
37,35,998,3,73,1,1
41,36,1017,17,30,0,0
27,88,1002,28,58,1,1
22,92,1015,44,14,0,0
22,94,1007,26,24,0,1
29,91,1023,30,42,0,0
32,61,999,12,39,0,1
39,39,1003,7,63,0,0
28,44,1023,36,42,1,0
35,76,1004,37,93,0,1
40,92,1019,25,64,1,1
23,60,1020,10,41,0,0
25,48,1002,19,7,0,0
36,35,1005,36,87,0,1
41,53,1004,7,2,0,0
19,89,1006,37,55,1,1
41,35,995,7,90,1,1
41,96,1011,25,76,1,1
23,47,1016,22,16,0,0
35,49,1010,39,2,0,0
27,34,996,8,13,0,0
27,73,1007,28,61,0,1
32,84,1019,8,76,0,0
28,70,1019,44,28,0,0
39,90,1016,36,97,1,1
35,27,1018,22,23,0,0
37,37,1000,27,42,1,1
32,61,1019,39,29,0,0
28,49,1000,44,29,0,1
40,68,1011,2,77,0,0
35,65,1024,17,9,0,0
31,90,1019,43,53,1,1
19,94,1005,42,66,0,1
21,73,1012,23,36,1,1
26,74,1006,41,30,0,1
21,65,998,15,45,0,1
40,57,1024,10,37,0,0
28,31,1018,41,84,0,0
40,59,1005,12,1,0,0
22,64,1010,22,8,1,1
34,90,1002,27,71,1,1
35,69,1017,41,15,1,1
20,88,1009,43,49,0,1
36,48,996,22,41,1,1
25,82,1003,3,15,1,1
40,39,1017,6,0,0,0
30,50,1014,14,95,1,1
35,26,1021,43,66,1,1
27,33,997,23,37,0,1
22,54,1008,3,96,1,1
27,42,1001,14,45,0,0
29,64,1018,19,37,0,0
20,40,1011,14,23,1,0
19,34,1013,23,23,0,0
22,58,1000,29,63,1,1
30,83,1015,33,88,0,1
32,77,997,10,93,0,1
24,55,1008,18,88,0,1
27,61,1021,19,28,1,0
21,25,1007,25,41,0,0
41,80,999,27,17,0,1
27,41,1022,36,3,1,0
28,91,1022,12,2,0,0
20,49,1006,13,48,1,1
25,34,1010,20,46,0,0
24,63,1017,20,66,1,1
23,39,1014,44,95,0,1
21,30,1021,20,25,1,0
40,83,1004,39,83,0,1
29,59,999,36,2,0,1
21,54,1014,40,92,0,1
41,82,1020,16,4,0,0
26,33,1007,44,27,1,1
26,93,1008,3,61,0,1
34,93,1018,11,35,1,1
24,56,1021,2,57,0,0
19,75,998,27,86,0,1
20,74,997,36,58,0,1
30,46,1018,6,80,1,1
40,39,1007,43,8,1,1
27,88,1003,14,15,0,1
40,95,996,34,3,0,1
19,83,1003,3,89,1,1
32,45,1010,28,97,0,1
40,46,1017,2,58,1,0
23,52,1019,19,0,0,0
37,70,1007,13,71,0,1
35,52,1009,40,96,1,1
33,45,1008,9,41,0,0
32,44,1023,12,31,0,0
22,63,1019,24,96,0,1
29,35,1002,34,47,0,1
23,41,1011,35,50,0,0
41,46,1004,6,30,0,0
28,75,1017,15,3,0,0
20,56,1016,23,89,0,1
21,85,1019,9,84,0,0
33,78,998,43,68,0,1
19,74,1002,5,12,0,0
23,36,1022,14,20,1,0
37,50,1019,23,50,0,0
25,61,1002,23,76,0,1
35,31,1004,31,54,0,1
30,27,1021,41,75,0,0
40,96,995,36,78,0,1
29,25,1005,38,65,0,1
30,96,1015,4,88,0,1
19,96,995,22,14,1,1
25,44,1007,27,38,0,0
28,55,996,12,87,0,1
41,53,1020,22,32,0,0
22,77,996,43,93,0,1
38,75,1021,40,21,1,1
23,88,999,37,37,1,1
29,38,1018,35,51,1,1
20,29,1004,31,6,1,1
35,81,1000,11,43,0,1
18,87,1022,5,14,0,0
40,83,1017,36,90,0,1
19,37,1002,11,38,1,1
35,76,1011,28,7,1,1
30,70,1016,37,42,1,1
36,87,1007,5,12,0,0
35,32,1003,21,84,0,1
19,90,1003,33,21,0,1
30,34,1001,6,11,0,0
35,64,1012,11,63,0,0
38,77,1004,38,81,0,1
30,62,1011,29,21,0,0
40,33,998,38,64,0,1
29,84,1023,22,62,0,0
30,59,1008,8,66,0,0
21,26,997,34,49,1,1
36,31,1022,40,90,1,1
34,49,1024,31,13,0,0
24,57,1015,22,16,0,0
32,64,995,21,33,0,1
33,46,1024,30,44,0,0
18,62,995,39,72,1,1
38,48,998,21,42,0,1
18,84,997,44,83,0,1
36,70,1024,7,25,1,0
32,43,1018,10,58,0,0
32,82,1015,43,27,0,0
36,95,1019,31,76,0,1
38,64,1020,9,83,1,1
37,45,1022,8,30,1,0
40,37,1007,37,1,0,0
19,86,1009,35,1,0,0
40,61,1010,23,62,0,1
25,79,1015,44,42,0,1
40,40,1015,41,51,1,1
37,61,1020,4,17,1,0
36,37,1005,34,93,0,1
35,96,1015,3,82,0,1
25,44,1019,36,65,0,0
33,71,998,3,63,0,1
37,50,1021,21,92,0,0
37,89,1019,15,34,1,1
21,76,1017,21,89,0,1
26,60,998,27,39,0,1
28,98,996,10,81,0,1
31,27,1023,8,24,0,0
23,39,1009,41,90,1,1
38,82,1007,33,31,0,1
26,44,1011,16,76,0,0
38,69,1019,36,39,0,0
23,35,1004,9,71,0,0
24,75,1017,13,2,1,0
33,40,999,41,75,1,1
30,27,1023,32,23,0,0
40,57,1000,17,96,0,1
19,85,1022,36,6,0,0
19,41,1013,15,48,1,1
33,45,1010,4,57,0,0
24,53,1003,41,78,0,1
23,39,1009,31,31,1,1
37,26,1003,23,25,0,0
21,50,999,18,6,0,0
27,56,1008,20,8,0,0
29,89,1016,22,19,1,1
18,57,1012,42,16,0,0
34,67,1011,10,64,0,0
19,60,1012,15,84,0,1
38,54,1002,13,92,0,1
33,74,1004,44,86,0,1
22,45,995,32,81,0,1
18,47,1021,3,33,0,0
25,98,1014,38,24,1,1
30,64,1007,6,16,1,1
27,83,997,24,55,0,1
32,86,1000,43,23,1,1
22,95,1016,30,52,1,1
19,43,996,31,82,1,1
26,77,1010,41,61,0,1
39,35,1010,33,25,0,0
33,69,1001,34,63,0,1
31,26,1023,12,13,0,0
27,49,995,10,76,0,1
18,33,1016,41,12,1,0
25,83,1018,18,96,0,1
29,85,1006,44,61,1,1
28,88,999,25,72,0,1
27,35,1023,32,66,0,0
28,51,995,17,98,0,1
38,35,1003,25,98,0,1
23,95,1006,31,59,0,1
24,65,1003,2,2,0,0
21,57,995,21,36,0,1
38,82,1013,8,15,0,0
35,99,1018,30,41,0,0
40,98,997,23,95,1,1
19,32,1012,42,88,1,1
20,29,1009,43,13,0,0
29,91,1002,34,67,0,1
25,69,1010,24,87,0,1
36,75,995,14,44,1,1
27,54,1008,33,29,0,0
32,41,1010,34,75,0,1
36,83,1015,24,38,0,0
25,82,998,15,5,0,1
41,43,1021,33,44,1,0
25,26,995,11,44,1,1
19,60,1024,40,68,1,1
24,33,1014,42,87,0,1
28,51,1003,20,71,0,1
36,90,1023,4,65,0,0
28,49,1005,14,93,0,1
39,83,1007,32,37,1,1
36,54,1017,39,16,1,1
22,79,1014,7,65,0,0
36,89,1000,26,79,1,1
27,64,1014,25,58,0,0
37,29,998,43,21,0,1
37,25,1014,29,30,1,0
30,31,996,10,62,1,1
34,47,1012,11,86,1,1
36,79,1013,35,36,0,1
30,95,1005,2,53,0,1
18,65,1024,33,48,0,0
27,68,1010,34,3,0,0
39,65,1016,31,70,0,1
35,32,1015,8,68,1,0
25,86,1020,28,38,0,0
18,90,1003,16,70,1,1
21,34,998,13,57,1,1
20,82,1002,18,69,0,1
33,67,1008,34,43,0,1
23,95,1005,34,66,0,1
23,88,1004,40,42,0,1
32,48,1005,27,61,0,1
31,85,1017,33,0,0,0
31,25,1013,37,68,0,0
19,99,997,31,95,0,1
21,49,1013,8,13,0,0
18,61,1005,31,83,0,1
41,37,1001,19,37,0,0
26,90,1002,39,40,0,1
41,73,1021,33,38,0,0
40,99,1008,4,7,0,0
26,40,1020,33,81,0,0
37,84,1004,13,75,0,1
27,58,1019,31,43,0,0
41,85,1003,26,83,1,1
37,94,998,42,19,0,1
35,36,1001,41,93,0,1
39,91,1012,42,23,0,1
30,58,1001,4,95,0,1
20,48,1000,11,34,0,0
29,72,1005,13,80,0,1
34,96,1001,19,25,0,1
41,80,1015,9,60,0,0
33,98,1012,6,10,1,1
24,99,1012,19,30,0,0
40,77,1024,11,16,0,0
30,32,1011,41,89,0,1
35,79,1003,33,86,0,1
21,29,1017,2,49,1,0
36,33,995,36,25,0,1
19,30,999,32,91,1,1
26,78,1019,37,90,0,1
37,26,999,28,17,0,0
28,68,998,40,76,1,1
24,83,1019,16,83,0,1
18,49,1022,38,74,1,1
26,78,1003,29,90,0,1
23,68,1017,44,61,0,1
41,62,1012,29,69,0,1
27,36,1001,25,27,0,0
37,89,1021,17,35,0,0
24,68,1013,11,89,1,1
18,98,1024,34,89,1,1
34,37,1000,31,87,0,1
22,43,996,31,85,0,1
25,39,1000,37,79,0,1
25,62,997,34,7,0,1
34,84,1007,19,47,1,1
41,36,1000,32,97,1,1
39,92,1019,18,28,1,1
41,27,1008,40,26,1,1
31,28,998,26,74,1,1
29,81,1020,25,25,1,1
21,78,996,24,8,1,1
25,88,1011,2,20,1,1
28,63,1010,36,22,0,0
33,76,1013,35,61,1,1
40,35,1021,44,97,0,0
41,48,1004,35,81,0,1
24,36,1023,30,19,0,0
33,85,1013,8,99,0,1
26,41,995,3,6,0,0
31,28,1007,11,44,0,0
29,79,1012,12,53,0,0
38,57,1001,20,24,1,1
27,28,1018,7,11,1,0
29,86,995,13,57,1,1
34,34,1013,44,32,0,0
31,26,1022,39,37,0,0
18,67,1016,31,67,0,1
37,88,1023,38,78,0,1
34,47,1004,10,33,0,0
33,28,1022,18,75,0,0
23,87,1008,15,65,0,1
32,34,1020,36,33,0,0
28,68,1009,44,51,1,1
36,54,1011,18,28,1,1
32,77,996,29,84,0,1
38,48,1023,25,75,0,0
22,50,1018,4,32,1,0
29,67,1002,44,12,1,1
37,29,1004,26,4,1,1
34,78,1023,43,48,0,0
31,61,1017,23,83,0,0
33,95,1022,35,40,1,1
38,98,1013,37,76,1,1
36,30,1010,16,48,1,1
18,46,1022,37,81,0,0
25,94,1021,38,58,0,1
21,53,1020,29,76,0,0
39,74,1016,24,17,0,0
39,52,1002,33,5,0,0
39,64,1013,32,69,0,1
24,51,996,15,92,0,1
22,80,1006,19,59,0,1
29,30,995,13,23,1,1
28,58,1023,33,56,1,1
18,57,1022,37,64,0,0
18,93,996,37,87,0,1
35,75,1012,22,29,0,0
40,56,1002,24,26,1,1
28,45,1013,40,93,0,1
40,37,998,24,25,0,0
21,47,1002,15,23,1,1
25,49,1016,21,24,0,0
38,65,1022,24,84,0,0
37,45,1018,38,81,0,0
36,29,1023,28,5,0,0
20,89,1017,11,54,0,0
36,63,1022,41,47,1,1
33,76,1003,5,41,0,1
39,33,1019,25,57,0,0
29,98,1011,35,74,1,1
31,62,995,18,80,0,1
27,70,995,3,19,0,1
21,29,1014,4,2,0,0
24,71,1000,38,7,1,1
33,25,1008,11,9,0,0
26,92,1005,24,40,0,1
25,69,1018,2,25,1,0
41,61,1005,5,71,0,1
20,73,1017,41,67,1,1
27,94,998,22,41,0,1
37,30,1005,19,72,1,1
28,82,1012,35,79,1,1
29,60,1007,3,14,0,0
23,68,1023,34,78,0,0
27,30,999,41,5,0,0
38,29,1007,10,93,0,0
23,77,1021,28,68,0,0
41,97,1009,26,7,0,0
40,25,1009,32,70,1,1
23,40,1008,18,73,0,0
25,81,1005,19,44,0,1
40,38,1006,28,76,1,1
41,33,1007,9,55,1,1
26,31,1007,16,97,0,1
37,80,999,42,16,0,1
31,76,995,14,94,1,1
31,94,1005,24,70,0,1
21,68,1024,26,30,0,0
37,78,1008,39,22,0,1
36,74,1001,22,32,0,1
25,99,1001,22,91,0,1
25,76,1006,6,71,0,1
21,85,1016,43,48,0,1
18,87,1022,39,39,0,0
41,38,996,38,62,0,1
24,33,995,25,60,1,1
38,68,995,22,56,1,1
23,68,1003,5,5,1,1
38,51,1012,6,87,1,1
29,29,1023,29,5,1,0
33,32,997,12,83,0,1
36,67,1016,42,75,0,1
19,54,1021,24,99,0,0
33,94,1004,30,84,1,1
30,65,1003,37,0,1,1
31,43,995,30,73,1,1
35,53,1022,8,30,1,0
19,46,1007,12,53,0,0
23,97,1024,30,42,0,0
41,86,1007,16,4,0,0
35,62,1012,31,53,1,1
24,44,1020,21,28,1,0
34,75,1002,22,22,0,1
23,76,1002,36,68,0,1
18,87,1018,33,54,0,1
19,34,999,38,65,1,1
32,85,1015,39,28,0,0
28,47,1019,42,27,0,0
25,25,1007,21,93,1,1
25,86,1008,39,2,0,1
31,45,997,44,40,0,1
22,67,1001,11,62,0,1
32,53,1022,12,84,0,0
32,48,997,21,57,0,1
28,84,1001,21,85,0,1
31,60,1007,2,90,0,1
25,42,996,7,57,0,1
35,33,1009,24,58,1,1
26,46,1012,24,83,1,1
38,41,997,8,76,0,1
40,61,998,10,69,0,1
35,59,1017,32,83,1,1
29,73,1020,5,11,0,0
19,71,1005,34,13,1,1
23,26,998,25,8,0,0
25,65,1022,14,71,1,1
35,98,1023,21,64,0,0
37,36,1001,30,57,0,1
40,99,1019,21,48,0,0
23,94,1001,42,57,0,1
26,25,1012,13,64,1,1
36,38,1008,27,79,0,1
23,47,1013,26,88,0,1
27,65,1015,28,7,0,0
18,67,1013,31,33,1,1
37,86,1009,3,87,1,1
33,92,996,16,82,0,1
29,59,1014,40,40,0,0
32,56,1007,8,53,0,0
41,90,1013,39,52,0,1
38,25,1009,11,58,0,0
27,27,1016,39,65,1,1
26,86,1015,25,95,0,1
34,37,999,40,28,0,1
31,43,995,36,15,0,1
38,99,1020,16,56,0,0
23,84,999,5,82,0,1
22,66,1010,37,60,0,1
40,61,1009,39,58,1,1
19,66,1014,32,5,0,0
32,57,1002,27,52,0,1
28,89,1008,11,16,0,0
32,27,1016,27,49,0,0
33,85,1023,4,29,0,0
25,48,999,8,50,0,1
29,65,1017,26,32,0,0
28,60,1019,7,44,0,0
25,61,999,31,37,0,1
23,77,1002,36,8,1,1
22,43,1019,17,17,0,0
22,91,1001,33,94,1,1
33,57,999,9,1,0,0
23,66,997,39,60,1,1
19,73,1017,5,34,1,0
20,99,1004,4,40,0,1
22,82,1009,7,3,0,0
18,80,996,16,3,0,1
40,56,1003,38,88,1,1
24,64,1010,18,90,1,1
18,74,1023,19,51,0,0
28,57,1021,23,10,0,0
37,46,1012,9,85,0,0
33,58,1014,14,55,0,0
38,74,1024,26,93,0,0
19,28,1016,30,53,1,1
33,47,1017,7,68,0,0
23,95,999,34,25,0,1
19,50,1004,3,19,0,0
38,95,1004,32,7,0,1
25,84,1024,11,17,0,0
22,90,1014,4,87,1,1
33,84,1008,44,74,1,1
28,38,1013,19,99,1,1
36,65,1017,12,48,1,1
38,33,1010,13,64,0,0
24,79,1021,17,78,0,0
40,41,996,9,69,0,1
33,29,1015,21,97,0,0
32,97,1021,3,99,0,1
25,60,1002,8,12,0,0
39,46,1012,12,5,1,0
37,94,1009,4,16,0,0
19,81,1010,23,10,0,0
29,64,997,44,44,0,1
32,68,1004,22,3,0,0
26,30,1001,18,99,0,1
34,51,1001,12,89,0,1
